FID,SAMPLINGFEATURENO,SAMPLINGFEATURENAME,SAMPLINGFEATURETYPE,SAMPLENO,SAMPLENAME,SAMPLETYPE,PROPERTY,REMANENTMAGNETISATION,UNITOFMEASURE,RESULTQUALIFIER,MAGNETISATIONUNCERTAINTY,UNCERTAINTYUOM,UNCERTAINTYTYPE,ANGULARUNCERTAINTY,ANGULARUNCERTAINTYUOM,ANGULARUNCERTAINTYTYPE,RAWINCLINATION,RAWINCLINATIONUOM,RAWDECLINATION,RAWDECLINATIONUOM,INCLINATION,INCLINATIONUOM,DECLINATION,DECLINATIONUOM,DEMAGFIELD,DEMAGFIELDUOM,DEMAGTEMPERATURE,DEMAGTEMPERATUREUOM,DEMAGPRESSURE,DEMAGPRESSUREUOM,STRATIGRAPHICUNITNAME,PROVINCENAME,MATERIALCLASS,LITHOLOGYGROUP,LITHOLOGY,SAMPLE_LONGITUDE,SAMPLE_LATITUDE,SAMPLE_ELEVATION,BOREHOLECOLLARLONGITUDE,BOREHOLECOLLARLATITUDE,BOREHOLECOLLARELEVATION,BOREHOLEINTERVALBEGIN_M,BOREHOLEINTERVALEND_M,SAMPLEAZIMUTH,SAMPLEPLUNGE,SAMPLEHADE,SAMPLINGDATE,LOCATIONACCURACY_M,LOCATIONMETHOD,SAMPLEORIGINATOR,SAMPLINGLOCATIONREMARK,PROCESSTYPE,METHOD,INSTRUMENT,ANALYSISDATETIME,ANALYSISORIGINATOR,ANALYSISLOCATIONREMARK,NUMERICALCONFIDENCE,METADATAQUALITY,SUMMARYCONFIDENCE,SOURCETYPE,SOURCE,RESULTID,GEOM,PROJECT
remanent_magnetisation.146011,520364,WJD 1,borehole,2153033,1978553,core diamond,remanent magnetisation,9.035484,milliampere per metre,single measurement - whole sample,,,unknown,,,,-24.19,degree,14.13,degree,,,,,700,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,345.72,345.81,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146024,520364,WJD 1,borehole,2153034,1978554,core diamond,remanent magnetisation,5.463569,milliampere per metre,single measurement - whole sample,,,unknown,,,,-37.97,degree,310.54,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sandstone,,,,136.966236,-31.065877,152,388.49,388.65,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146124,520364,WJD 1,borehole,2153037,1978557,core diamond,remanent magnetisation,0.183363,milliampere per metre,single measurement - whole sample,,,unknown,,,,23.2,degree,302.55,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,siliciclastic sedimentary rock,siltstone,,,,136.966236,-31.065877,152,535.31,535.49,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146305,520364,WJD 1,borehole,2153043,1978563,core diamond,remanent magnetisation,55.533019,milliampere per metre,single measurement - whole sample,,,unknown,,,,50.49,degree,122.89,degree,,,,,300,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,798.07,798.29,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146012,520364,WJD 1,borehole,2153033,1978553,core diamond,remanent magnetisation,11.150714,milliampere per metre,single measurement - whole sample,,,unknown,,,,21.46,degree,240.38,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,345.72,345.81,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146009,520364,WJD 1,borehole,2153033,1978553,core diamond,remanent magnetisation,2.88448,milliampere per metre,single measurement - whole sample,,,unknown,,,,-41.56,degree,23.28,degree,,,,,400,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,345.72,345.81,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.145987,520364,WJD 1,borehole,2153033,1978553,core diamond,remanent magnetisation,3.908929,milliampere per metre,single measurement - whole sample,,,unknown,,,,41.5,degree,275.08,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,345.72,345.81,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146038,520364,WJD 1,borehole,2153034,1978554,core diamond,remanent magnetisation,5.041071,milliampere per metre,single measurement - whole sample,,,unknown,,,,15.18,degree,244.38,degree,,,,,500,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sandstone,,,,136.966236,-31.065877,152,388.49,388.65,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146015,520364,WJD 1,borehole,2153033,1978553,core diamond,remanent magnetisation,11.268214,milliampere per metre,single measurement - whole sample,,,unknown,,,,21.81,degree,241.08,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,345.72,345.81,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146019,520364,WJD 1,borehole,2153033,1978553,core diamond,remanent magnetisation,10.731071,milliampere per metre,single measurement - whole sample,,,unknown,,,,30.43,degree,250.02,degree,,,,,500,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,345.72,345.81,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.145999,520364,WJD 1,borehole,2153033,1978553,core diamond,remanent magnetisation,2.409427,milliampere per metre,single measurement - whole sample,,,unknown,,,,11.49,degree,188.26,degree,,,,,300,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,345.72,345.81,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146023,520364,WJD 1,borehole,2153034,1978554,core diamond,remanent magnetisation,5.990335,milliampere per metre,single measurement - whole sample,,,unknown,,,,-31.61,degree,325.71,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sandstone,,,,136.966236,-31.065877,152,388.49,388.65,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146297,520364,WJD 1,borehole,2153043,1978563,core diamond,remanent magnetisation,52.048077,milliampere per metre,single measurement - whole sample,,,unknown,,,,21.89,degree,22.39,degree,,,,,400,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,798.07,798.29,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146126,520364,WJD 1,borehole,2153037,1978557,core diamond,remanent magnetisation,0.672113,milliampere per metre,single measurement - whole sample,,,unknown,,,,55.89,degree,255.61,degree,,,,,400,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,siliciclastic sedimentary rock,siltstone,,,,136.966236,-31.065877,152,535.31,535.49,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146032,520364,WJD 1,borehole,2153034,1978554,core diamond,remanent magnetisation,5.478571,milliampere per metre,single measurement - whole sample,,,unknown,,,,44.75,degree,256.81,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sandstone,,,,136.966236,-31.065877,152,388.49,388.65,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146021,520364,WJD 1,borehole,2153034,1978554,core diamond,remanent magnetisation,4.300743,milliampere per metre,single measurement - whole sample,,,unknown,,,,-21.95,degree,298.47,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sandstone,,,,136.966236,-31.065877,152,388.49,388.65,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146000,520364,WJD 1,borehole,2153033,1978553,core diamond,remanent magnetisation,2.391971,milliampere per metre,single measurement - whole sample,,,unknown,,,,-5.6,degree,181.5,degree,,,,,400,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,345.72,345.81,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.145991,520364,WJD 1,borehole,2153033,1978553,core diamond,remanent magnetisation,7.600357,milliampere per metre,single measurement - whole sample,,,unknown,,,,34.45,degree,322.05,degree,,,,,300,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,345.72,345.81,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146286,520364,WJD 1,borehole,2153042,1978562,core diamond,remanent magnetisation,0.261126,milliampere per metre,single measurement - whole sample,,,unknown,,,,-11.61,degree,172.78,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,740.75,740.93,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146290,520364,WJD 1,borehole,2153042,1978562,core diamond,remanent magnetisation,0.432734,milliampere per metre,single measurement - whole sample,,,unknown,,,,2.43,degree,82.97,degree,,,,,500,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,740.75,740.93,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.3607379,628952,80530102,field site,2777435,80530102,outcrop sample,remanent magnetisation,3160,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,140.487637,-21.14058,380.925,,,,,,,,,1987-01-01,1000,method unknown,"Roach, I.C.",,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.487637 -21.14058),
remanent_magnetisation.3607377,6554,BMR Cloncurry 3,borehole,2777433,BMR Cloncurry 3.2,core diamond,remanent magnetisation,470,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.41226909,-20.76240632,287.86124,21.3,21.3,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.4122690882 -20.7624063155),
remanent_magnetisation.3607378,6554,BMR Cloncurry 3,borehole,2777434,BMR Cloncurry 3.3,core diamond,remanent magnetisation,2550,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.41226909,-20.76240632,287.86124,24.2,24.2,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.4122690882 -20.7624063155),
remanent_magnetisation.3607376,6554,BMR Cloncurry 3,borehole,2777432,BMR Cloncurry 3.1,core diamond,remanent magnetisation,270,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.41226909,-20.76240632,287.86124,15.2,15.2,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.4122690882 -20.7624063155),
remanent_magnetisation.3607347,6557,BMR Cloncurry 6,borehole,2777366,BMR Cloncurry 6.10,core diamond,remanent magnetisation,20,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.351388,-20.755555,293,162,162,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.351388 -20.755555),
remanent_magnetisation.3607304,6557,BMR Cloncurry 6,borehole,2777299,BMR Cloncurry 6.7,core diamond,remanent magnetisation,95,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.351388,-20.755555,293,114,114,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.351388 -20.755555),
remanent_magnetisation.3607300,6557,BMR Cloncurry 6,borehole,2777295,BMR Cloncurry 6.3,core diamond,remanent magnetisation,0.2,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.351388,-20.755555,293,33,33,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.351388 -20.755555),
remanent_magnetisation.3607301,6557,BMR Cloncurry 6,borehole,2777296,BMR Cloncurry 6.4,core diamond,remanent magnetisation,80,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.351388,-20.755555,293,50,50,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.351388 -20.755555),
remanent_magnetisation.3607299,6557,BMR Cloncurry 6,borehole,2777294,BMR Cloncurry 6.2,core diamond,remanent magnetisation,50,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.351388,-20.755555,293,25,25,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.351388 -20.755555),
remanent_magnetisation.3607305,6557,BMR Cloncurry 6,borehole,2777300,BMR Cloncurry 6.8,core diamond,remanent magnetisation,1700,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.351388,-20.755555,293,114,114,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.351388 -20.755555),
remanent_magnetisation.3607298,6557,BMR Cloncurry 6,borehole,2777293,BMR Cloncurry 6.1,core diamond,remanent magnetisation,50,milliampere per metre,single measurement - whole sample,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,140.351388,-20.755555,293,10,10,,,,1987-01-01,,method unknown,,,laboratory measurement,remanent magnetisation - unknown precision,ScT cryogenic magnetometer - RSES Black Mountain,1987-01-01 00:00:00,Bureau of Mineral Resources (BMR),"BMR/RSES Physical Properties and Petroleum Technology Laboratory, Black Mountain",moderate confidence,low quality,low-moderate confidence,URL,https://d28rz98at9flks.cloudfront.net/15185/Rep_265.pdf,,POINT (140.351388 -20.755555),
