FID,SAMPLINGFEATURENO,SAMPLINGFEATURENAME,SAMPLINGFEATURETYPE,SAMPLENO,SAMPLENAME,SAMPLETYPE,PROPERTY,REMANENTMAGNETISATION,UNITOFMEASURE,RESULTQUALIFIER,MAGNETISATIONUNCERTAINTY,UNCERTAINTYUOM,UNCERTAINTYTYPE,ANGULARUNCERTAINTY,ANGULARUNCERTAINTYUOM,ANGULARUNCERTAINTYTYPE,RAWINCLINATION,RAWINCLINATIONUOM,RAWDECLINATION,RAWDECLINATIONUOM,INCLINATION,INCLINATIONUOM,DECLINATION,DECLINATIONUOM,DEMAGFIELD,DEMAGFIELDUOM,DEMAGTEMPERATURE,DEMAGTEMPERATUREUOM,DEMAGPRESSURE,DEMAGPRESSUREUOM,STRATIGRAPHICUNITNAME,PROVINCENAME,MATERIALCLASS,LITHOLOGYGROUP,LITHOLOGY,SAMPLE_LONGITUDE,SAMPLE_LATITUDE,SAMPLE_ELEVATION,BOREHOLECOLLARLONGITUDE,BOREHOLECOLLARLATITUDE,BOREHOLECOLLARELEVATION,BOREHOLEINTERVALBEGIN_M,BOREHOLEINTERVALEND_M,SAMPLEAZIMUTH,SAMPLEPLUNGE,SAMPLEHADE,SAMPLINGDATE,LOCATIONACCURACY_M,LOCATIONMETHOD,SAMPLEORIGINATOR,SAMPLINGLOCATIONREMARK,PROCESSTYPE,METHOD,INSTRUMENT,ANALYSISDATETIME,ANALYSISORIGINATOR,ANALYSISLOCATIONREMARK,NUMERICALCONFIDENCE,METADATAQUALITY,SUMMARYCONFIDENCE,SOURCETYPE,SOURCE,RESULTID,GEOM,PROJECT
remanent_magnetisation.145842,568818,DET Brukunga 1,borehole,2152776,MAG7,core diamond,remanent magnetisation,26.824784,milliampere per metre,single measurement - whole sample,,,unknown,,,,-59.48,degree,78.28,degree,22.7,degree,276.4,degree,500,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93665854,-35.00265346,213.74,138.93795505,-35.00268233,389.24,211.7,211.8,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145772,568818,DET Brukunga 1,borehole,2152774,MAG5,core diamond,remanent magnetisation,143.286383,milliampere per metre,single measurement - whole sample,,,unknown,,,,14.66,degree,20.28,degree,14.7,degree,20.3,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9370612,-35.00266121,263.55,138.93795505,-35.00268233,389.24,149.78,149.94,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145809,568818,DET Brukunga 1,borehole,2152775,MAG6,core diamond,remanent magnetisation,330.046138,milliampere per metre,single measurement - whole sample,,,unknown,,,,-27.01,degree,74.46,degree,-8.3,degree,284,degree,50,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93686426,-35.00265721,239.02,138.93795505,-35.00268233,389.24,180.2,180.34,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145793,568818,DET Brukunga 1,borehole,2152775,MAG6,core diamond,remanent magnetisation,42.87643,milliampere per metre,single measurement - whole sample,,,unknown,,,,-0.2,degree,51.16,degree,-27.3,degree,314.9,degree,400,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93686426,-35.00265721,239.02,138.93795505,-35.00268233,389.24,180.2,180.34,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145815,568818,DET Brukunga 1,borehole,2152775,MAG6,core diamond,remanent magnetisation,348.658754,milliampere per metre,single measurement - whole sample,,,unknown,,,,-2.28,degree,65.36,degree,-2.3,degree,65.4,degree,50,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93686426,-35.00265721,239.02,138.93795505,-35.00268233,389.24,180.2,180.34,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145627,568818,DET Brukunga 1,borehole,2152770,MAG1,core diamond,remanent magnetisation,0.267286,milliampere per metre,single measurement - whole sample,,,unknown,,,,-67.62,degree,162.74,degree,46.9,degree,237.6,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93777936,-35.00267889,361.81,138.93795505,-35.00268233,389.24,31.6,31.71,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145743,568818,DET Brukunga 1,borehole,2152773,MAG4,core diamond,remanent magnetisation,10.007381,milliampere per metre,single measurement - whole sample,,,unknown,,,,-14.59,degree,44.23,degree,-10.6,degree,314.9,degree,500,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93724696,-35.00266457,287.6,138.93795505,-35.00268233,389.24,120.35,120.47,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145757,568818,DET Brukunga 1,borehole,2152774,MAG5,core diamond,remanent magnetisation,294.884158,milliampere per metre,single measurement - whole sample,,,unknown,,,,-7.31,degree,64.76,degree,-25.3,degree,297.9,degree,150,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9370612,-35.00266121,263.55,138.93795505,-35.00268233,389.24,149.78,149.94,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145937,568818,DET Brukunga 1,borehole,2152779,MAG10,core diamond,remanent magnetisation,124.273802,milliampere per metre,single measurement - whole sample,,,unknown,,,,-25.97,degree,128.61,degree,-5.8,degree,235.7,degree,150,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9360602,-35.00263485,143.95,138.93795505,-35.00268233,389.24,300.35,300.4,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145750,568818,DET Brukunga 1,borehole,2152773,MAG4,core diamond,remanent magnetisation,40.808592,milliampere per metre,single measurement - whole sample,,,unknown,,,,-31.39,degree,79.8,degree,-3.5,degree,278.7,degree,200,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93724696,-35.00266457,287.6,138.93795505,-35.00268233,389.24,120.35,120.47,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145624,568818,DET Brukunga 1,borehole,2152770,MAG1,core diamond,remanent magnetisation,0.257282,milliampere per metre,single measurement - whole sample,,,unknown,,,,-20.85,degree,184.17,degree,19.8,degree,187.7,degree,300,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93777936,-35.00267889,361.81,138.93795505,-35.00268233,389.24,31.6,31.71,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145759,568818,DET Brukunga 1,borehole,2152774,MAG5,core diamond,remanent magnetisation,109.564377,milliampere per metre,single measurement - whole sample,,,unknown,,,,23.43,degree,67.82,degree,-55.4,degree,307.5,degree,300,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9370612,-35.00266121,263.55,138.93795505,-35.00268233,389.24,149.78,149.94,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145659,568818,DET Brukunga 1,borehole,2152771,MAG2,core diamond,remanent magnetisation,0.361485,milliampere per metre,single measurement - whole sample,,,unknown,,,,-25.81,degree,206.45,degree,8.8,degree,144.6,degree,200,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93760323,-35.00267412,335.9,138.93795505,-35.00268233,389.24,62.1,62.21,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145756,568818,DET Brukunga 1,borehole,2152774,MAG5,core diamond,remanent magnetisation,396.217112,milliampere per metre,single measurement - whole sample,,,unknown,,,,-2.37,degree,67.42,degree,-30.8,degree,296.5,degree,100,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9370612,-35.00266121,263.55,138.93795505,-35.00268233,389.24,149.78,149.94,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145876,568818,DET Brukunga 1,borehole,2152777,MAG8,core diamond,remanent magnetisation,87.783993,milliampere per metre,single measurement - whole sample,,,unknown,,,,20.37,degree,73.29,degree,16.2,degree,106.3,degree,300,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93644549,-35.00264739,188.31,138.93795505,-35.00268233,389.24,243.72,243.79,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145847,568818,DET Brukunga 1,borehole,2152776,MAG7,core diamond,remanent magnetisation,179.088086,milliampere per metre,single measurement - whole sample,,,unknown,,,,73.84,degree,165.99,degree,-53.7,degree,117.1,degree,150,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93665854,-35.00265346,213.74,138.93795505,-35.00268233,389.24,211.7,211.8,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145723,568818,DET Brukunga 1,borehole,2152773,MAG4,core diamond,remanent magnetisation,19.694362,milliampere per metre,single measurement - whole sample,,,unknown,,,,-7.06,degree,126.12,degree,-21.3,degree,231.1,degree,300,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93724696,-35.00266457,287.6,138.93795505,-35.00268233,389.24,120.35,120.47,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145839,568818,DET Brukunga 1,borehole,2152776,MAG7,core diamond,remanent magnetisation,41.819313,milliampere per metre,single measurement - whole sample,,,unknown,,,,21.35,degree,87.24,degree,-58.5,degree,274.9,degree,150,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93665854,-35.00265346,213.74,138.93795505,-35.00268233,389.24,211.7,211.8,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145823,568818,DET Brukunga 1,borehole,2152775,MAG6,core diamond,remanent magnetisation,75.799177,milliampere per metre,single measurement - whole sample,,,unknown,,,,18.99,degree,63.98,degree,19,degree,64,degree,400,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93686426,-35.00265721,239.02,138.93795505,-35.00268233,389.24,180.2,180.34,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145906,568818,DET Brukunga 1,borehole,2152778,MAG9,core diamond,remanent magnetisation,115.98351,milliampere per metre,single measurement - whole sample,,,unknown,,,,-61.47,degree,329.03,degree,57.3,degree,319.2,degree,500,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93626544,-35.00264068,167.31,138.93795505,-35.00268233,389.24,270.4,270.45,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145874,568818,DET Brukunga 1,borehole,2152777,MAG8,core diamond,remanent magnetisation,112.29536,milliampere per metre,single measurement - whole sample,,,unknown,,,,0.62,degree,69.85,degree,34.7,degree,114.8,degree,150,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93644549,-35.00264739,188.31,138.93795505,-35.00268233,389.24,243.72,243.79,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145678,568818,DET Brukunga 1,borehole,2152771,MAG2,core diamond,remanent magnetisation,0.30588,milliampere per metre,single measurement - whole sample,,,unknown,,,,33.69,degree,116.79,degree,-60,degree,221.3,degree,300,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93760323,-35.00267412,335.9,138.93795505,-35.00268233,389.24,62.1,62.21,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145689,568818,DET Brukunga 1,borehole,2152772,MAG3,core diamond,remanent magnetisation,2.727173,milliampere per metre,single measurement - whole sample,,,unknown,,,,-1.81,degree,63.16,degree,-1.8,degree,63.2,degree,500,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93743562,-35.00266857,312.39,138.93795505,-35.00268233,389.24,90.16,90.3,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145774,568818,DET Brukunga 1,borehole,2152774,MAG5,core diamond,remanent magnetisation,597.277816,milliampere per metre,single measurement - whole sample,,,unknown,,,,3.28,degree,84.52,degree,-39.3,degree,277.1,degree,50,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9370612,-35.00266121,263.55,138.93795505,-35.00268233,389.24,149.78,149.94,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145710,568818,DET Brukunga 1,borehole,2152772,MAG3,core diamond,remanent magnetisation,0.164653,milliampere per metre,single measurement - whole sample,,,unknown,,,,37.91,degree,178.99,degree,-31.3,degree,157.4,degree,50,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93743562,-35.00266857,312.39,138.93795505,-35.00268233,389.24,90.16,90.3,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145709,568818,DET Brukunga 1,borehole,2152772,MAG3,core diamond,remanent magnetisation,0.917876,milliampere per metre,single measurement - whole sample,,,unknown,,,,5.38,degree,359.31,degree,-4.1,degree,3.6,degree,0,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93743562,-35.00266857,312.39,138.93795505,-35.00268233,389.24,90.16,90.3,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145692,568818,DET Brukunga 1,borehole,2152772,MAG3,core diamond,remanent magnetisation,0.185711,milliampere per metre,single measurement - whole sample,,,unknown,,,,-53.05,degree,119.86,degree,22.2,degree,251.1,degree,50,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93743562,-35.00266857,312.39,138.93795505,-35.00268233,389.24,90.16,90.3,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145910,568818,DET Brukunga 1,borehole,2152778,MAG9,core diamond,remanent magnetisation,383.194371,milliampere per metre,single measurement - whole sample,,,unknown,,,,-73.85,degree,158.89,degree,54.6,degree,296.6,degree,150,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93626544,-35.00264068,167.31,138.93795505,-35.00268233,389.24,270.4,270.45,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145773,568818,DET Brukunga 1,borehole,2152774,MAG5,core diamond,remanent magnetisation,1821.40204,milliampere per metre,single measurement - whole sample,,,unknown,,,,3.54,degree,86.05,degree,-39.6,degree,275.1,degree,0,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9370612,-35.00266121,263.55,138.93795505,-35.00268233,389.24,149.78,149.94,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145954,568818,DET Brukunga 1,borehole,2152779,MAG10,core diamond,remanent magnetisation,76.167185,milliampere per metre,single measurement - whole sample,,,unknown,,,,17.04,degree,123.3,degree,16,degree,56.9,degree,100,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9360602,-35.00263485,143.95,138.93795505,-35.00268233,389.24,300.35,300.4,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145786,568818,DET Brukunga 1,borehole,2152774,MAG5,core diamond,remanent magnetisation,128.427348,milliampere per metre,single measurement - whole sample,,,unknown,,,,-28.65,degree,74.81,degree,-6.5,degree,283.4,degree,300,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9370612,-35.00266121,263.55,138.93795505,-35.00268233,389.24,149.78,149.94,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145655,568818,DET Brukunga 1,borehole,2152771,MAG2,core diamond,remanent magnetisation,0.0986,milliampere per metre,single measurement - whole sample,,,unknown,,,,5.89,degree,264.55,degree,-38.1,degree,96.9,degree,0,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93760323,-35.00267412,335.9,138.93795505,-35.00268233,389.24,62.1,62.21,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145942,568818,DET Brukunga 1,borehole,2152779,MAG10,core diamond,remanent magnetisation,74.396546,milliampere per metre,single measurement - whole sample,,,unknown,,,,-41.26,degree,192.41,degree,37.9,degree,201.5,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9360602,-35.00263485,143.95,138.93795505,-35.00268233,389.24,300.35,300.4,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145909,568818,DET Brukunga 1,borehole,2152778,MAG9,core diamond,remanent magnetisation,294.421487,milliampere per metre,single measurement - whole sample,,,unknown,,,,-76.62,degree,140.65,degree,58.6,degree,290.1,degree,100,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93626544,-35.00264068,167.31,138.93795505,-35.00268233,389.24,270.4,270.45,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145928,568818,DET Brukunga 1,borehole,2152779,MAG10,core diamond,remanent magnetisation,38.950684,milliampere per metre,single measurement - whole sample,,,unknown,,,,-6.7,degree,79.77,degree,-31.6,degree,282,degree,150,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9360602,-35.00263485,143.95,138.93795505,-35.00268233,389.24,300.35,300.4,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
